sep=,
"Time","x_Acc","y_Acc","z_Acc"
2022-04-02 16:07:38,-5.2 mg,51.6 mg,972.2 mg
2022-04-02 16:07:39,-4.5 mg,-17.1 mg,1024.9 mg
2022-04-02 16:07:40,20.1 mg,-25.8 mg,1057.9 mg
2022-04-02 16:07:41,-8.0 mg,47.2 mg,1016.7 mg
2022-04-02 16:07:42,11.1 mg,12.1 mg,1057.4 mg
2022-04-02 16:07:43,52.0 mg,19.9 mg,1025.3 mg
2022-04-02 16:07:44,20.8 mg,27.5 mg,1003.1 mg
2022-04-02 16:07:45,8.9 mg,-17.0 mg,1064.7 mg
2022-04-02 16:07:46,11.6 mg,4.2 mg,1029.8 mg
2022-04-02 16:07:47,39.2 mg,59.9 mg,1028.0 mg
2022-04-02 16:07:48,-18.5 mg,11.9 mg,1019.7 mg
2022-04-02 16:07:49,4.4 mg,33.1 mg,1012.6 mg
2022-04-02 16:07:50,-35.8 mg,35.5 mg,982.1 mg
2022-04-02 16:07:51,5.9 mg,60.1 mg,981.9 mg
2022-04-02 16:07:52,-35.0 mg,64.1 mg,992.2 mg
2022-04-02 16:07:53,24.2 mg,9.6 mg,977.6 mg
2022-04-02 16:07:54,9.3 mg,-6.1 mg,1069.0 mg
2022-04-02 16:07:55,6.6 mg,23.3 mg,945.4 mg
2022-04-02 16:07:56,16.9 mg,28.1 mg,1009.6 mg
2022-04-02 16:07:57,7.0 mg,33.7 mg,1047.3 mg
2022-04-02 16:07:58,42.8 mg,10.2 mg,1073.8 mg
2022-04-02 16:07:59,17.3 mg,33.0 mg,1004.4 mg
2022-04-02 16:08:00,12.0 mg,13.0 mg,1006.9 mg
2022-04-02 16:08:01,13.9 mg,14.5 mg,988.8 mg
2022-04-02 16:08:02,-21.9 mg,27.4 mg,1041.5 mg
2022-04-02 16:08:03,26.7 mg,9.7 mg,1054.8 mg
2022-04-02 16:08:04,-11.7 mg,-13.7 mg,1036.7 mg
2022-04-02 16:08:05,16.8 mg,15.3 mg,1057.6 mg
2022-04-02 16:08:06,15.5 mg,53.4 mg,1040.2 mg
2022-04-02 16:08:07,12.8 mg,14.9 mg,1040.0 mg
2022-04-02 16:08:08,-14.5 mg,22.1 mg,994.2 mg
2022-04-02 16:08:09,4.5 mg,21.1 mg,1017.4 mg
2022-04-02 16:08:10,16.7 mg,6.9 mg,1003.0 mg
2022-04-02 16:08:11,14.9 mg,11.9 mg,1064.1 mg
2022-04-02 16:08:12,-1.7 mg,-13.3 mg,1009.9 mg
2022-04-02 16:08:13,-1.5 mg,29.5 mg,1046.5 mg
2022-04-02 16:08:14,17.2 mg,56.5 mg,1007.1 mg
2022-04-02 16:08:15,9.9 mg,11.0 mg,1019.4 mg
2022-04-02 16:08:16,15.8 mg,22.4 mg,1029.4 mg
2022-04-02 16:08:17,32.3 mg,36.6 mg,1003.7 mg
2022-04-02 16:08:18,24.4 mg,24.9 mg,1103.2 mg
2022-04-02 16:08:19,-2.0 mg,1.6 mg,1021.4 mg
2022-04-02 16:08:20,12.9 mg,46.0 mg,1073.3 mg
2022-04-02 16:08:21,17.2 mg,13.5 mg,1029.5 mg
2022-04-02 16:08:22,2.7 mg,36.6 mg,982.1 mg
2022-04-02 16:08:23,-0.5 mg,17.7 mg,1014.9 mg
2022-04-02 16:08:24,-3.3 mg,30.8 mg,995.7 mg
2022-04-02 16:08:25,8.1 mg,22.5 mg,1031.9 mg
2022-04-02 16:08:26,-34.7 mg,20.2 mg,959.7 mg
2022-04-02 16:08:27,43.9 mg,12.9 mg,1044.3 mg
2022-04-02 16:08:28,13.9 mg,27.6 mg,1017.8 mg
2022-04-02 16:08:29,5.2 mg,21.0 mg,1047.4 mg
2022-04-02 16:08:30,34.5 mg,22.2 mg,1016.6 mg
2022-04-02 16:08:31,8.7 mg,32.2 mg,1055.6 mg
2022-04-02 16:08:32,15.4 mg,24.9 mg,1025.2 mg
2022-04-02 16:08:33,11.7 mg,55.5 mg,998.1 mg
2022-04-02 16:08:34,8.6 mg,18.6 mg,1003.1 mg
2022-04-02 16:08:35,32.2 mg,33.0 mg,1005.0 mg
2022-04-02 16:08:36,9.2 mg,33.5 mg,996.7 mg
2022-04-02 16:08:37,-9.9 mg,1.5 mg,1027.7 mg
2022-04-02 16:08:38,-1.2 mg,27.9 mg,1034.9 mg
2022-04-02 16:08:39,18.3 mg,28.9 mg,1003.0 mg
2022-04-02 16:08:40,39.4 mg,7.5 mg,1039.9 mg
2022-04-02 16:08:41,-4.3 mg,43.3 mg,1005.8 mg
2022-04-02 16:08:42,-5.0 mg,15.7 mg,1038.2 mg
2022-04-02 16:08:43,14.4 mg,31.3 mg,1014.6 mg
2022-04-02 16:08:44,1.0 mg,17.7 mg,986.8 mg
2022-04-02 16:08:45,17.8 mg,-8.3 mg,1035.7 mg
2022-04-02 16:08:46,11.4 mg,40.9 mg,1000.7 mg
2022-04-02 16:08:47,-2.1 mg,14.1 mg,1027.1 mg
2022-04-02 16:08:48,22.7 mg,18.2 mg,1003.2 mg
2022-04-02 16:08:49,22.9 mg,2.3 mg,1015.9 mg
2022-04-02 16:08:50,-8.5 mg,31.4 mg,994.8 mg
2022-04-02 16:08:51,7.6 mg,-5.4 mg,1047.6 mg
2022-04-02 16:08:52,26.6 mg,42.5 mg,996.6 mg
2022-04-02 16:08:53,-16.3 mg,48.1 mg,1007.0 mg
2022-04-02 16:08:54,-19.9 mg,57.6 mg,1020.6 mg
2022-04-02 16:08:55,22.5 mg,-15.1 mg,1027.1 mg
2022-04-02 16:08:56,37.4 mg,31.6 mg,1006.9 mg
2022-04-02 16:08:57,11.7 mg,21.5 mg,1029.9 mg
2022-04-02 16:08:58,4.1 mg,19.6 mg,1025.0 mg
2022-04-02 16:08:59,38.9 mg,29.4 mg,1024.7 mg
2022-04-02 16:09:00,8.8 mg,16.0 mg,1005.9 mg
2022-04-02 16:09:01,53.0 mg,43.3 mg,1035.8 mg
2022-04-02 16:09:02,-3.6 mg,41.6 mg,1041.4 mg
2022-04-02 16:09:03,-10.6 mg,36.3 mg,1039.4 mg
2022-04-02 16:09:04,15.1 mg,-3.0 mg,1040.9 mg
2022-04-02 16:09:05,-10.2 mg,29.9 mg,1000.8 mg
2022-04-02 16:09:06,-15.5 mg,-3.5 mg,1043.5 mg
2022-04-02 16:09:07,-10.6 mg,17.9 mg,1015.7 mg
2022-04-02 16:09:08,20.5 mg,27.3 mg,1042.4 mg
2022-04-02 16:09:09,9.2 mg,9.3 mg,1030.9 mg
2022-04-02 16:09:10,-20.6 mg,28.6 mg,1006.2 mg
2022-04-02 16:09:11,19.9 mg,25.2 mg,1021.5 mg
2022-04-02 16:09:12,20.6 mg,39.7 mg,989.3 mg
2022-04-02 16:09:13,2.6 mg,5.9 mg,1017.8 mg
2022-04-02 16:09:14,-3.8 mg,33.0 mg,1003.2 mg
2022-04-02 16:09:15,-0.9 mg,-3.5 mg,1059.9 mg
2022-04-02 16:09:16,-16.1 mg,3.0 mg,1010.9 mg
2022-04-02 16:09:17,20.9 mg,27.1 mg,1018.3 mg
2022-04-02 16:09:18,-21.5 mg,4.2 mg,1015.5 mg
2022-04-02 16:09:19,-14.8 mg,16.0 mg,1047.2 mg
2022-04-02 16:09:20,18.8 mg,50.3 mg,979.8 mg
2022-04-02 16:09:21,20.4 mg,50.0 mg,1024.7 mg
2022-04-02 16:09:22,5.8 mg,56.8 mg,1027.9 mg
2022-04-02 16:09:23,-17.8 mg,21.8 mg,988.4 mg
2022-04-02 16:09:24,19.2 mg,36.6 mg,1018.8 mg
2022-04-02 16:09:25,7.7 mg,35.0 mg,1022.7 mg
2022-04-02 16:09:26,0.4 mg,37.4 mg,1002.3 mg
2022-04-02 16:09:27,3.1 mg,24.3 mg,1006.3 mg
2022-04-02 16:09:28,7.5 mg,23.1 mg,1043.2 mg
2022-04-02 16:09:29,-4.0 mg,-15.4 mg,1065.5 mg
2022-04-02 16:09:30,22.2 mg,23.3 mg,1002.2 mg
2022-04-02 16:09:31,4.0 mg,11.5 mg,1043.7 mg
2022-04-02 16:09:32,11.7 mg,29.8 mg,986.5 mg
2022-04-02 16:09:33,-12.8 mg,-6.8 mg,1034.6 mg
2022-04-02 16:09:34,6.7 mg,23.6 mg,1034.4 mg
2022-04-02 16:09:35,5.0 mg,42.8 mg,1027.3 mg
2022-04-02 16:09:36,59.2 mg,3.0 mg,1001.4 mg
2022-04-02 16:09:37,3.2 mg,25.6 mg,1030.1 mg
2022-04-02 16:09:38,-7.1 mg,46.3 mg,997.3 mg
2022-04-02 16:09:39,-1.5 mg,12.4 mg,1052.3 mg
2022-04-02 16:09:40,6.5 mg,-7.0 mg,1060.6 mg
2022-04-02 16:09:41,37.7 mg,41.8 mg,1018.2 mg
2022-04-02 16:09:42,-8.1 mg,32.6 mg,1059.5 mg
2022-04-02 16:09:43,10.4 mg,28.6 mg,1009.8 mg
2022-04-02 16:09:44,57.4 mg,-1.6 mg,1040.1 mg
2022-04-02 16:09:45,31.3 mg,26.7 mg,1021.7 mg
2022-04-02 16:09:46,-23.9 mg,-14.4 mg,971.4 mg
2022-04-02 16:09:47,26.2 mg,23.7 mg,1035.4 mg
2022-04-02 16:09:48,69.8 mg,1.5 mg,1083.7 mg
2022-04-02 16:09:49,48.9 mg,28.3 mg,1017.1 mg
2022-04-02 16:09:50,-1.9 mg,0.6 mg,1046.9 mg
2022-04-02 16:09:51,17.8 mg,38.5 mg,956.5 mg
2022-04-02 16:09:52,-29.5 mg,5.8 mg,1053.7 mg
2022-04-02 16:09:53,54.1 mg,-20.1 mg,1061.3 mg
2022-04-02 16:09:54,59.9 mg,37.4 mg,996.0 mg
2022-04-02 16:09:55,1.1 mg,-4.2 mg,1079.3 mg
2022-04-02 16:09:56,11.9 mg,1.1 mg,1065.2 mg
2022-04-02 16:09:57,-7.8 mg,16.8 mg,1062.1 mg
2022-04-02 16:09:58,-20.6 mg,56.5 mg,982.4 mg
2022-04-02 16:09:59,0.6 mg,61.4 mg,978.0 mg
2022-04-02 16:10:00,4.7 mg,32.7 mg,1048.1 mg
2022-04-02 16:10:01,-3.3 mg,-16.4 mg,1061.8 mg
2022-04-02 16:10:02,-34.6 mg,5.3 mg,1057.9 mg
2022-04-02 16:10:03,-2.2 mg,-2.1 mg,1058.4 mg
2022-04-02 16:10:04,46.8 mg,42.0 mg,1033.5 mg
2022-04-02 16:10:05,-29.9 mg,30.1 mg,1011.6 mg
2022-04-02 16:10:06,-12.7 mg,17.8 mg,997.1 mg
2022-04-02 16:10:07,45.7 mg,9.4 mg,1032.3 mg
2022-04-02 16:10:08,-22.3 mg,-2.7 mg,1072.6 mg
2022-04-02 16:10:09,-15.4 mg,16.4 mg,967.3 mg
2022-04-02 16:10:10,7.2 mg,24.5 mg,1051.6 mg
2022-04-02 16:10:11,22.9 mg,4.4 mg,1065.9 mg
2022-04-02 16:10:12,14.5 mg,63.5 mg,967.6 mg
2022-04-02 16:10:13,-31.7 mg,39.4 mg,994.9 mg
2022-04-02 16:10:14,1.1 mg,29.8 mg,1016.4 mg
2022-04-02 16:10:15,21.5 mg,-13.0 mg,1078.2 mg
2022-04-02 16:10:16,16.5 mg,35.2 mg,1014.9 mg
2022-04-02 16:10:17,15.1 mg,50.8 mg,1038.0 mg
2022-04-02 16:10:18,5.1 mg,35.7 mg,1025.0 mg
2022-04-02 16:10:19,15.3 mg,39.3 mg,985.6 mg
2022-04-02 16:10:20,-13.3 mg,35.6 mg,993.5 mg
2022-04-02 16:10:21,14.1 mg,14.4 mg,1014.3 mg
2022-04-02 16:10:22,7.8 mg,-42.6 mg,1071.2 mg
2022-04-02 16:10:23,15.1 mg,20.7 mg,1054.9 mg
2022-04-02 16:10:24,14.3 mg,31.2 mg,1008.8 mg
2022-04-02 16:10:25,15.5 mg,8.8 mg,1016.0 mg
2022-04-02 16:10:26,-7.0 mg,4.6 mg,1033.1 mg
2022-04-02 16:10:27,3.3 mg,19.9 mg,1002.5 mg
2022-04-02 16:10:28,-46.6 mg,16.5 mg,1017.4 mg
2022-04-02 16:10:29,41.1 mg,49.0 mg,1100.2 mg
2022-04-02 16:10:30,0.9 mg,-5.0 mg,1002.1 mg
2022-04-02 16:10:31,-19.4 mg,-30.3 mg,1042.7 mg
2022-04-02 16:10:32,12.9 mg,29.2 mg,1072.5 mg
2022-04-02 16:10:33,38.9 mg,18.2 mg,1025.1 mg
2022-04-02 16:10:34,1.4 mg,29.3 mg,1035.0 mg
2022-04-02 16:10:35,-8.3 mg,30.3 mg,1034.6 mg
2022-04-02 16:10:36,4.5 mg,42.4 mg,992.2 mg
2022-04-02 16:10:37,-12.1 mg,13.8 mg,1007.3 mg
2022-04-02 16:10:38,10.1 mg,21.0 mg,1041.6 mg
2022-04-02 16:10:39,42.9 mg,44.3 mg,1031.0 mg
2022-04-02 16:10:40,0.3 mg,-1.7 mg,1051.2 mg
2022-04-02 16:10:41,17.0 mg,53.2 mg,1017.7 mg
2022-04-02 16:10:42,27.9 mg,-11.6 mg,1047.0 mg
2022-04-02 16:10:43,-10.9 mg,-38.6 mg,1120.0 mg
2022-04-02 16:10:44,13.5 mg,37.8 mg,1039.4 mg
2022-04-02 16:10:45,16.4 mg,1.7 mg,1024.4 mg
2022-04-02 16:10:46,-2.5 mg,39.9 mg,1005.8 mg
2022-04-02 16:10:47,12.1 mg,35.6 mg,1018.8 mg
2022-04-02 16:10:48,5.7 mg,26.8 mg,1026.3 mg
2022-04-02 16:10:49,28.9 mg,31.9 mg,1009.3 mg
2022-04-02 16:10:50,-9.4 mg,-21.4 mg,1084.9 mg
2022-04-02 16:10:51,24.7 mg,10.5 mg,1051.8 mg
2022-04-02 16:10:52,-23.1 mg,29.4 mg,1029.2 mg
2022-04-02 16:10:53,23.3 mg,-29.1 mg,1094.0 mg
2022-04-02 16:10:54,55.2 mg,37.8 mg,1011.0 mg
2022-04-02 16:10:55,4.1 mg,45.7 mg,981.0 mg
2022-04-02 16:10:56,-9.7 mg,-5.5 mg,1052.4 mg
2022-04-02 16:10:57,46.9 mg,61.6 mg,997.4 mg
2022-04-02 16:10:58,29.1 mg,29.0 mg,994.1 mg
2022-04-02 16:10:59,-4.8 mg,-0.4 mg,1017.1 mg
2022-04-02 16:11:00,-18.8 mg,30.5 mg,998.7 mg
2022-04-02 16:11:01,1.1 mg,19.9 mg,1090.5 mg
2022-04-02 16:11:02,14.6 mg,13.1 mg,1037.2 mg
2022-04-02 16:11:03,36.2 mg,50.7 mg,953.2 mg
2022-04-02 16:11:04,5.8 mg,-16.3 mg,1028.2 mg
2022-04-02 16:11:05,-17.5 mg,-2.0 mg,1057.2 mg
2022-04-02 16:11:06,12.9 mg,25.3 mg,1000.2 mg
2022-04-02 16:11:07,5.6 mg,49.8 mg,1029.7 mg
2022-04-02 16:11:08,38.1 mg,66.5 mg,1023.9 mg
2022-04-02 16:11:09,23.4 mg,10.4 mg,1049.6 mg
2022-04-02 16:11:10,10.7 mg,16.4 mg,980.8 mg
2022-04-02 16:11:11,16.9 mg,64.0 mg,1031.3 mg
2022-04-02 16:11:12,-14.4 mg,9.2 mg,989.0 mg
2022-04-02 16:11:13,13.7 mg,28.7 mg,985.1 mg
2022-04-02 16:11:14,5.0 mg,19.0 mg,1049.2 mg
2022-04-02 16:11:15,27.0 mg,37.3 mg,1065.8 mg
2022-04-02 16:11:16,9.1 mg,10.6 mg,1002.0 mg
2022-04-02 16:11:17,-15.1 mg,25.4 mg,1055.9 mg
2022-04-02 16:11:18,20.6 mg,39.4 mg,997.0 mg
2022-04-02 16:11:19,28.5 mg,-1.0 mg,1033.1 mg
2022-04-02 16:11:20,15.8 mg,0.6 mg,1044.6 mg
2022-04-02 16:11:21,1.6 mg,20.2 mg,987.1 mg
2022-04-02 16:11:22,-0.6 mg,-11.3 mg,1039.1 mg
2022-04-02 16:11:23,19.5 mg,21.9 mg,1062.0 mg
2022-04-02 16:11:24,18.2 mg,32.7 mg,1015.3 mg
2022-04-02 16:11:25,17.5 mg,36.8 mg,1038.5 mg
2022-04-02 16:11:26,-1.8 mg,-2.6 mg,1045.2 mg
2022-04-02 16:11:27,30.2 mg,12.7 mg,1032.3 mg
2022-04-02 16:11:28,1.8 mg,38.9 mg,1010.7 mg
2022-04-02 16:11:29,-17.9 mg,29.5 mg,1009.3 mg
2022-04-02 16:11:30,33.6 mg,30.2 mg,1029.4 mg
2022-04-02 16:11:31,4.8 mg,44.7 mg,989.4 mg
2022-04-02 16:11:32,23.7 mg,15.2 mg,1028.4 mg
2022-04-02 16:11:33,3.0 mg,26.0 mg,1000.5 mg
2022-04-02 16:11:34,-2.3 mg,14.4 mg,1049.6 mg
2022-04-02 16:11:35,33.1 mg,27.8 mg,1011.2 mg
2022-04-02 16:11:36,0.1 mg,34.9 mg,1011.2 mg
2022-04-02 16:11:37,16.9 mg,25.9 mg,981.4 mg
2022-04-02 16:11:38,27.2 mg,-2.1 mg,1069.2 mg
2022-04-02 16:11:39,7.0 mg,37.0 mg,1017.5 mg
2022-04-02 16:11:40,28.3 mg,19.0 mg,1045.5 mg
2022-04-02 16:11:41,-32.6 mg,17.3 mg,981.0 mg
2022-04-02 16:11:42,6.6 mg,22.0 mg,1024.4 mg
2022-04-02 16:11:43,28.6 mg,25.6 mg,1028.6 mg
2022-04-02 16:11:44,33.9 mg,5.7 mg,1045.6 mg
2022-04-02 16:11:45,33.5 mg,28.6 mg,1046.6 mg
2022-04-02 16:11:46,19.8 mg,16.1 mg,1009.6 mg
2022-04-02 16:11:47,21.6 mg,11.0 mg,1027.3 mg
2022-04-02 16:11:48,13.1 mg,2.2 mg,1022.3 mg
2022-04-02 16:11:49,0.5 mg,40.7 mg,1009.9 mg
2022-04-02 16:11:50,16.4 mg,34.1 mg,1014.5 mg
2022-04-02 16:11:51,-9.2 mg,23.6 mg,1015.0 mg
2022-04-02 16:11:52,53.5 mg,50.7 mg,1007.6 mg
2022-04-02 16:11:53,-9.6 mg,49.0 mg,1024.7 mg
2022-04-02 16:11:54,11.1 mg,18.7 mg,988.7 mg
2022-04-02 16:11:55,14.0 mg,33.6 mg,1021.0 mg
2022-04-02 16:11:56,-0.5 mg,12.6 mg,1048.2 mg
2022-04-02 16:11:57,-1.4 mg,55.4 mg,1022.4 mg
2022-04-02 16:11:58,-24.9 mg,23.2 mg,1023.8 mg
2022-04-02 16:11:59,28.5 mg,19.7 mg,1008.7 mg
2022-04-02 16:12:00,17.0 mg,20.2 mg,1000.3 mg
2022-04-02 16:12:01,19.6 mg,25.5 mg,1003.8 mg
2022-04-02 16:12:02,23.3 mg,21.6 mg,1033.9 mg
2022-04-02 16:12:03,21.3 mg,46.6 mg,1007.3 mg
2022-04-02 16:12:04,-1.6 mg,15.0 mg,1027.0 mg
2022-04-02 16:12:05,-21.5 mg,65.9 mg,1026.7 mg
2022-04-02 16:12:06,-2.8 mg,2.4 mg,1035.8 mg
2022-04-02 16:12:07,13.2 mg,43.4 mg,1001.4 mg
2022-04-02 16:12:08,31.8 mg,46.1 mg,993.0 mg
2022-04-02 16:12:09,6.0 mg,39.3 mg,1029.4 mg
2022-04-02 16:12:10,-28.0 mg,27.7 mg,993.3 mg
2022-04-02 16:12:11,-3.5 mg,26.8 mg,1040.4 mg
2022-04-02 16:12:12,-21.8 mg,-3.7 mg,1032.3 mg
2022-04-02 16:12:13,-6.3 mg,9.6 mg,1013.8 mg
2022-04-02 16:12:14,5.7 mg,-11.0 mg,1029.3 mg
2022-04-02 16:12:15,21.5 mg,1.5 mg,1039.3 mg
2022-04-02 16:12:16,-5.7 mg,31.4 mg,1036.1 mg
2022-04-02 16:12:17,7.8 mg,36.6 mg,1030.5 mg
2022-04-02 16:12:18,9.8 mg,57.5 mg,1049.3 mg
2022-04-02 16:12:19,46.7 mg,49.9 mg,1019.3 mg
2022-04-02 16:12:20,17.0 mg,31.9 mg,1027.3 mg
2022-04-02 16:12:21,28.2 mg,49.9 mg,1014.8 mg
2022-04-02 16:12:22,9.5 mg,-0.9 mg,1037.8 mg
2022-04-02 16:12:23,27.0 mg,13.5 mg,1016.5 mg
2022-04-02 16:12:24,8.5 mg,-3.8 mg,1009.5 mg
2022-04-02 16:12:25,9.0 mg,23.9 mg,1038.9 mg
2022-04-02 16:12:26,17.2 mg,17.8 mg,1074.0 mg
2022-04-02 16:12:27,17.4 mg,9.0 mg,1044.4 mg
2022-04-02 16:12:28,15.5 mg,41.6 mg,1002.9 mg
2022-04-02 16:12:29,-14.2 mg,3.6 mg,1046.0 mg
2022-04-02 16:12:30,35.4 mg,20.3 mg,1012.3 mg
2022-04-02 16:12:31,-2.9 mg,28.4 mg,971.6 mg
2022-04-02 16:12:32,1.3 mg,21.9 mg,1026.6 mg
2022-04-02 16:12:33,41.2 mg,-2.4 mg,1036.8 mg
2022-04-02 16:12:34,17.8 mg,18.3 mg,1017.2 mg
2022-04-02 16:12:35,14.4 mg,5.3 mg,1049.1 mg
2022-04-02 16:12:36,-0.2 mg,51.5 mg,1011.3 mg
2022-04-02 16:12:37,40.6 mg,35.9 mg,1019.9 mg
2022-04-02 16:12:38,-5.1 mg,29.0 mg,1040.9 mg
2022-04-02 16:12:39,2.1 mg,-14.9 mg,1086.9 mg
2022-04-02 16:12:40,-1.8 mg,13.5 mg,1018.7 mg
2022-04-02 16:12:41,15.7 mg,33.9 mg,1042.5 mg
2022-04-02 16:12:42,-7.2 mg,33.2 mg,1032.6 mg
2022-04-02 16:12:43,12.0 mg,38.5 mg,1004.8 mg
2022-04-02 16:12:44,-1.3 mg,25.5 mg,1019.1 mg
2022-04-02 16:12:45,12.6 mg,56.0 mg,994.8 mg
2022-04-02 16:12:46,6.2 mg,36.8 mg,1066.6 mg
2022-04-02 16:12:47,36.7 mg,17.5 mg,981.1 mg
2022-04-02 16:12:48,22.2 mg,39.6 mg,1015.7 mg
2022-04-02 16:12:49,-3.5 mg,35.9 mg,1025.0 mg
2022-04-02 16:12:50,-21.6 mg,16.4 mg,1008.0 mg
2022-04-02 16:12:51,-2.9 mg,26.8 mg,1055.8 mg
2022-04-02 16:12:52,-11.7 mg,31.0 mg,1014.0 mg
2022-04-02 16:12:53,-23.4 mg,4.3 mg,1051.6 mg
2022-04-02 16:12:54,8.4 mg,20.7 mg,1019.6 mg
2022-04-02 16:12:55,53.1 mg,8.4 mg,1033.2 mg
2022-04-02 16:12:56,-26.1 mg,-4.1 mg,1013.0 mg
2022-04-02 16:12:57,-31.5 mg,44.5 mg,1036.6 mg
2022-04-02 16:12:58,-3.6 mg,26.6 mg,980.6 mg
2022-04-02 16:12:59,-28.0 mg,11.5 mg,998.7 mg
2022-04-02 16:13:00,45.2 mg,24.7 mg,1027.6 mg
2022-04-02 16:13:01,46.0 mg,17.6 mg,1021.4 mg
2022-04-02 16:13:02,37.7 mg,-11.8 mg,1075.0 mg
2022-04-02 16:13:03,15.2 mg,32.8 mg,1017.8 mg
2022-04-02 16:13:04,33.5 mg,-11.2 mg,1062.7 mg
2022-04-02 16:13:05,56.5 mg,4.9 mg,1015.7 mg
2022-04-02 16:13:06,36.0 mg,-19.9 mg,1026.0 mg
2022-04-02 16:13:07,20.0 mg,-12.2 mg,1042.4 mg
2022-04-02 16:13:08,-7.8 mg,21.8 mg,1016.0 mg
2022-04-02 16:13:09,22.2 mg,34.9 mg,958.3 mg
2022-04-02 16:13:10,3.6 mg,52.5 mg,1022.8 mg
2022-04-02 16:13:11,56.2 mg,25.9 mg,1031.4 mg
2022-04-02 16:13:12,34.1 mg,-27.0 mg,1001.2 mg
2022-04-02 16:13:13,-38.7 mg,6.2 mg,1042.6 mg
2022-04-02 16:13:14,11.6 mg,38.5 mg,1013.0 mg
2022-04-02 16:13:15,13.8 mg,6.8 mg,1040.3 mg
2022-04-02 16:13:16,-19.0 mg,34.3 mg,978.3 mg
2022-04-02 16:13:17,17.0 mg,-17.7 mg,1052.2 mg
2022-04-02 16:13:18,-9.6 mg,-2.1 mg,1086.8 mg
2022-04-02 16:13:19,22.9 mg,43.9 mg,1088.0 mg
2022-04-02 16:13:20,25.3 mg,34.6 mg,1003.2 mg
2022-04-02 16:13:21,-34.6 mg,36.6 mg,993.3 mg
2022-04-02 16:13:22,-6.1 mg,14.0 mg,1076.0 mg
2022-04-02 16:13:23,33.6 mg,50.6 mg,988.8 mg
2022-04-02 16:13:24,53.2 mg,-11.4 mg,1048.3 mg
2022-04-02 16:13:25,-24.4 mg,46.9 mg,1049.4 mg
2022-04-02 16:13:26,31.6 mg,32.2 mg,1004.1 mg
2022-04-02 16:13:27,9.7 mg,2.0 mg,1018.9 mg
2022-04-02 16:13:28,-3.5 mg,-0.9 mg,1029.2 mg
2022-04-02 16:13:29,1.1 mg,47.7 mg,1028.5 mg
2022-04-02 16:13:30,27.8 mg,30.7 mg,1009.0 mg
2022-04-02 16:13:31,-5.0 mg,4.0 mg,1020.6 mg
2022-04-02 16:13:32,-0.6 mg,63.5 mg,961.9 mg
2022-04-02 16:13:33,18.5 mg,4.8 mg,1035.8 mg
2022-04-02 16:13:34,5.3 mg,-5.0 mg,1031.6 mg
2022-04-02 16:13:35,5.2 mg,26.9 mg,977.1 mg
2022-04-02 16:13:36,42.0 mg,-7.8 mg,1009.0 mg
2022-04-02 16:13:37,-15.9 mg,-11.3 mg,1061.1 mg
2022-04-02 16:13:38,19.0 mg,39.1 mg,965.5 mg
2022-04-02 16:13:39,11.6 mg,45.9 mg,1003.7 mg
2022-04-02 16:13:40,12.1 mg,12.3 mg,1018.6 mg
2022-04-02 16:13:41,16.8 mg,29.6 mg,975.0 mg
2022-04-02 16:13:42,-28.7 mg,48.1 mg,1050.8 mg
2022-04-02 16:13:43,-6.2 mg,41.5 mg,986.7 mg
2022-04-02 16:13:44,-17.2 mg,46.1 mg,975.8 mg
2022-04-02 16:13:45,5.2 mg,40.7 mg,1000.1 mg
2022-04-02 16:13:46,31.2 mg,37.1 mg,974.3 mg
2022-04-02 16:13:47,-2.4 mg,10.2 mg,1033.1 mg
2022-04-02 16:13:48,6.5 mg,34.4 mg,1008.5 mg
2022-04-02 16:13:49,16.0 mg,24.1 mg,1026.3 mg
2022-04-02 16:13:50,-1.7 mg,88.1 mg,1022.1 mg
2022-04-02 16:13:51,7.4 mg,20.1 mg,1026.2 mg
2022-04-02 16:13:52,5.7 mg,36.0 mg,1069.1 mg
2022-04-02 16:13:53,-17.2 mg,19.0 mg,993.2 mg
2022-04-02 16:13:54,22.7 mg,16.3 mg,993.5 mg
2022-04-02 16:13:55,-8.2 mg,32.1 mg,1020.4 mg
2022-04-02 16:13:56,22.1 mg,12.7 mg,1020.1 mg
2022-04-02 16:13:57,-12.9 mg,-26.6 mg,1033.0 mg
2022-04-02 16:13:58,40.3 mg,24.1 mg,1034.8 mg
2022-04-02 16:13:59,-11.4 mg,-15.3 mg,1086.0 mg
2022-04-02 16:14:00,0.3 mg,28.7 mg,1031.3 mg
2022-04-02 16:14:01,19.2 mg,23.5 mg,959.3 mg
2022-04-02 16:14:02,-6.8 mg,35.5 mg,1027.1 mg
2022-04-02 16:14:03,-0.7 mg,33.4 mg,1009.6 mg
2022-04-02 16:14:04,1.6 mg,43.7 mg,1010.9 mg
2022-04-02 16:14:05,38.8 mg,77.5 mg,999.3 mg
2022-04-02 16:14:06,32.9 mg,20.5 mg,1045.9 mg
2022-04-02 16:14:07,46.5 mg,29.9 mg,1057.6 mg
2022-04-02 16:14:08,-30.5 mg,8.1 mg,1017.7 mg
2022-04-02 16:14:09,-17.8 mg,9.5 mg,1045.0 mg
2022-04-02 16:14:10,13.0 mg,14.2 mg,1026.5 mg
2022-04-02 16:14:11,21.0 mg,37.4 mg,1080.2 mg
2022-04-02 16:14:12,-10.2 mg,39.9 mg,1025.6 mg
