sep=,
"Time","x_Acc","y_Acc","z_Acc"
2022-04-04 12:49:35,5.2 mg,37.8 mg,1007.8 mg
2022-04-04 12:49:36,-9.5 mg,32.9 mg,1018.5 mg
2022-04-04 12:49:37,13.7 mg,23.6 mg,1044.4 mg
2022-04-04 12:49:38,11.7 mg,22.5 mg,1026.5 mg
2022-04-04 12:49:39,12.6 mg,42.4 mg,1010.8 mg
2022-04-04 12:49:40,17.3 mg,4.6 mg,1013.4 mg
2022-04-04 12:49:41,31.0 mg,10.9 mg,1047.4 mg
2022-04-04 12:49:42,11.1 mg,24.5 mg,1031.8 mg
2022-04-04 12:49:43,5.2 mg,30.9 mg,998.2 mg
2022-04-04 12:49:44,10.7 mg,44.8 mg,992.9 mg
2022-04-04 12:49:45,-1.7 mg,47.2 mg,1009.0 mg
2022-04-04 12:49:46,10.9 mg,37.1 mg,1016.8 mg
2022-04-04 12:49:47,18.4 mg,7.6 mg,1029.4 mg
2022-04-04 12:49:48,14.7 mg,12.6 mg,1051.5 mg
2022-04-04 12:49:49,19.1 mg,22.7 mg,1011.3 mg
2022-04-04 12:49:50,21.2 mg,4.7 mg,1039.5 mg
2022-04-04 12:49:51,26.4 mg,30.4 mg,1036.4 mg
2022-04-04 12:49:52,21.4 mg,4.0 mg,1020.3 mg
2022-04-04 12:49:53,12.5 mg,55.5 mg,1013.2 mg
2022-04-04 12:49:54,30.7 mg,16.3 mg,1040.7 mg
2022-04-04 12:49:55,4.1 mg,51.3 mg,1046.7 mg
2022-04-04 12:49:56,8.0 mg,10.4 mg,1048.1 mg
2022-04-04 12:49:57,33.2 mg,34.8 mg,1020.0 mg
2022-04-04 12:49:58,9.2 mg,4.7 mg,1020.7 mg
2022-04-04 12:49:59,25.7 mg,7.0 mg,1019.2 mg
2022-04-04 12:50:00,-3.1 mg,18.3 mg,1046.7 mg
2022-04-04 12:50:01,-3.7 mg,-0.8 mg,1077.1 mg
2022-04-04 12:50:02,19.1 mg,33.3 mg,1006.1 mg
2022-04-04 12:50:03,-6.6 mg,35.6 mg,1019.8 mg
2022-04-04 12:50:04,5.0 mg,29.6 mg,1034.3 mg
2022-04-04 12:50:05,1.9 mg,39.1 mg,1016.2 mg
2022-04-04 12:50:06,-1.0 mg,36.3 mg,1010.1 mg
2022-04-04 12:50:07,27.7 mg,16.0 mg,1032.1 mg
2022-04-04 12:50:08,2.3 mg,22.3 mg,1012.9 mg
2022-04-04 12:50:09,35.6 mg,21.8 mg,1029.9 mg
2022-04-04 12:50:10,43.5 mg,0.7 mg,1036.0 mg
2022-04-04 12:50:11,4.9 mg,25.3 mg,1018.1 mg
2022-04-04 12:50:12,2.9 mg,46.8 mg,1007.5 mg
2022-04-04 12:50:13,-15.6 mg,27.2 mg,994.5 mg
2022-04-04 12:50:14,-19.0 mg,74.5 mg,973.1 mg
2022-04-04 12:50:15,33.8 mg,44.6 mg,1009.5 mg
2022-04-04 12:50:16,32.2 mg,15.3 mg,1040.3 mg
2022-04-04 12:50:17,18.5 mg,34.5 mg,1016.8 mg
2022-04-04 12:50:18,0.2 mg,27.9 mg,1025.3 mg
2022-04-04 12:50:19,11.7 mg,28.8 mg,1043.1 mg
2022-04-04 12:50:20,7.5 mg,32.6 mg,1043.1 mg
2022-04-04 12:50:21,24.5 mg,25.6 mg,997.0 mg
2022-04-04 12:50:22,21.9 mg,8.9 mg,1011.4 mg
2022-04-04 12:50:23,-0.9 mg,35.7 mg,1038.2 mg
2022-04-04 12:50:24,-16.7 mg,11.8 mg,1038.2 mg
2022-04-04 12:50:25,5.1 mg,27.1 mg,1000.9 mg
2022-04-04 12:50:26,7.1 mg,27.7 mg,1023.6 mg
2022-04-04 12:50:27,8.8 mg,44.8 mg,990.5 mg
2022-04-04 12:50:28,22.4 mg,17.3 mg,1031.4 mg
2022-04-04 12:50:29,15.9 mg,2.3 mg,1050.0 mg
2022-04-04 12:50:30,24.4 mg,22.6 mg,994.7 mg
2022-04-04 12:50:31,-2.6 mg,27.1 mg,1012.8 mg
2022-04-04 12:50:32,7.0 mg,16.7 mg,1041.9 mg
2022-04-04 12:50:33,25.6 mg,35.8 mg,1002.5 mg
2022-04-04 12:50:34,5.5 mg,28.9 mg,1028.8 mg
2022-04-04 12:50:35,16.7 mg,33.6 mg,1030.9 mg
2022-04-04 12:50:36,23.6 mg,34.4 mg,1018.9 mg
2022-04-04 12:50:37,2.1 mg,13.4 mg,1055.5 mg
2022-04-04 12:50:38,10.9 mg,30.3 mg,996.4 mg
2022-04-04 12:50:39,12.8 mg,40.4 mg,1025.7 mg
2022-04-04 12:50:40,-0.7 mg,26.9 mg,1011.0 mg
2022-04-04 12:50:41,25.8 mg,23.8 mg,1008.8 mg
2022-04-04 12:50:42,40.0 mg,35.8 mg,1036.5 mg
2022-04-04 12:50:43,19.6 mg,33.6 mg,1035.2 mg
2022-04-04 12:50:44,17.2 mg,32.6 mg,1042.4 mg
2022-04-04 12:50:45,10.2 mg,17.3 mg,1048.5 mg
2022-04-04 12:50:46,-6.1 mg,9.4 mg,1053.4 mg
2022-04-04 12:50:47,-7.6 mg,30.3 mg,1024.0 mg
2022-04-04 12:50:48,28.8 mg,24.2 mg,1001.3 mg
2022-04-04 12:50:49,30.6 mg,-5.0 mg,1037.5 mg
2022-04-04 12:50:50,-7.0 mg,28.5 mg,1041.4 mg
2022-04-04 12:50:51,18.4 mg,25.1 mg,1036.9 mg
2022-04-04 12:50:52,-12.1 mg,20.4 mg,996.4 mg
2022-04-04 12:50:53,-14.2 mg,23.4 mg,989.1 mg
2022-04-04 12:50:54,14.7 mg,7.7 mg,1025.7 mg
2022-04-04 12:50:55,-2.1 mg,44.9 mg,1031.3 mg
2022-04-04 12:50:56,6.9 mg,45.9 mg,1006.1 mg
2022-04-04 12:50:57,-8.5 mg,35.7 mg,954.0 mg
2022-04-04 12:50:58,6.1 mg,33.2 mg,1046.7 mg
2022-04-04 12:50:59,-0.6 mg,51.6 mg,1043.8 mg
2022-04-04 12:51:00,16.4 mg,24.7 mg,1016.2 mg
2022-04-04 12:51:01,23.9 mg,27.4 mg,1007.8 mg
2022-04-04 12:51:02,6.6 mg,44.4 mg,1008.5 mg
2022-04-04 12:51:03,8.3 mg,8.0 mg,1034.2 mg
2022-04-04 12:51:04,23.3 mg,24.6 mg,1005.1 mg
2022-04-04 12:51:05,3.7 mg,49.9 mg,1012.0 mg
2022-04-04 12:51:06,-6.6 mg,21.9 mg,1003.4 mg
2022-04-04 12:51:07,24.1 mg,9.8 mg,1009.5 mg
2022-04-04 12:51:08,26.5 mg,-5.5 mg,1021.8 mg
2022-04-04 12:51:09,-11.0 mg,27.3 mg,1020.2 mg
2022-04-04 12:51:10,9.8 mg,33.5 mg,978.1 mg
2022-04-04 12:51:11,-0.7 mg,26.6 mg,1027.4 mg
2022-04-04 12:51:12,30.4 mg,17.2 mg,1026.3 mg
2022-04-04 12:51:13,-14.3 mg,18.2 mg,1027.8 mg
2022-04-04 12:51:14,-5.4 mg,14.7 mg,1041.4 mg
2022-04-04 12:51:15,41.7 mg,31.5 mg,1012.3 mg
2022-04-04 12:51:16,8.5 mg,-8.4 mg,1041.6 mg
2022-04-04 12:51:17,3.3 mg,19.3 mg,1012.5 mg
2022-04-04 12:51:18,37.3 mg,49.6 mg,999.7 mg
2022-04-04 12:51:19,6.8 mg,-24.2 mg,1048.6 mg
2022-04-04 12:51:20,-0.3 mg,48.7 mg,1046.1 mg
2022-04-04 12:51:21,30.4 mg,15.6 mg,1010.6 mg
2022-04-04 12:51:22,-7.2 mg,34.0 mg,998.2 mg
2022-04-04 12:51:23,-0.9 mg,42.7 mg,1026.7 mg
2022-04-04 12:51:24,15.3 mg,25.2 mg,989.2 mg
2022-04-04 12:51:25,3.0 mg,17.6 mg,1036.6 mg
2022-04-04 12:51:26,59.7 mg,31.0 mg,1049.5 mg
2022-04-04 12:51:27,46.1 mg,10.8 mg,1039.3 mg
2022-04-04 12:51:28,12.3 mg,21.0 mg,995.4 mg
2022-04-04 12:51:29,-2.9 mg,46.5 mg,1030.1 mg
2022-04-04 12:51:30,7.5 mg,14.0 mg,1043.5 mg
2022-04-04 12:51:31,32.6 mg,25.0 mg,1072.1 mg
2022-04-04 12:51:32,1.8 mg,13.3 mg,1020.7 mg
2022-04-04 12:51:33,0.8 mg,59.2 mg,985.1 mg
2022-04-04 12:51:34,7.1 mg,41.0 mg,992.0 mg
2022-04-04 12:51:35,4.8 mg,29.0 mg,1001.6 mg
2022-04-04 12:51:36,32.3 mg,14.5 mg,1009.6 mg
2022-04-04 12:51:37,35.9 mg,46.8 mg,978.2 mg
2022-04-04 12:51:38,6.3 mg,26.0 mg,1024.3 mg
2022-04-04 12:51:39,19.1 mg,6.5 mg,1025.9 mg
2022-04-04 12:51:40,15.6 mg,23.9 mg,1025.0 mg
2022-04-04 12:51:41,10.2 mg,28.5 mg,973.4 mg
2022-04-04 12:51:42,33.3 mg,30.5 mg,1016.6 mg
2022-04-04 12:51:43,10.5 mg,26.3 mg,1020.2 mg
2022-04-04 12:51:44,19.3 mg,17.9 mg,1019.1 mg
2022-04-04 12:51:45,14.0 mg,12.7 mg,1059.9 mg
2022-04-04 12:51:46,17.0 mg,9.9 mg,1048.5 mg
2022-04-04 12:51:47,14.3 mg,8.1 mg,1013.4 mg
2022-04-04 12:51:48,7.6 mg,26.6 mg,1039.5 mg
2022-04-04 12:51:49,12.0 mg,33.7 mg,1017.3 mg
2022-04-04 12:51:50,27.0 mg,14.8 mg,1020.9 mg
2022-04-04 12:51:51,30.2 mg,31.0 mg,1015.2 mg
2022-04-04 12:51:52,25.2 mg,18.5 mg,1037.2 mg
2022-04-04 12:51:53,8.6 mg,5.9 mg,1036.3 mg
2022-04-04 12:51:54,10.9 mg,28.3 mg,1005.5 mg
2022-04-04 12:51:55,41.9 mg,8.3 mg,1031.5 mg
2022-04-04 12:51:56,36.7 mg,14.7 mg,1037.0 mg
2022-04-04 12:51:57,27.2 mg,14.8 mg,1005.3 mg
2022-04-04 12:51:58,7.4 mg,45.2 mg,1015.4 mg
2022-04-04 12:51:59,3.7 mg,28.0 mg,1033.6 mg
2022-04-04 12:52:00,19.4 mg,29.3 mg,1022.4 mg
2022-04-04 12:52:01,11.8 mg,26.8 mg,1022.4 mg
2022-04-04 12:52:02,33.6 mg,13.1 mg,1034.2 mg
2022-04-04 12:52:03,10.0 mg,22.0 mg,1030.7 mg
2022-04-04 12:52:04,26.4 mg,13.7 mg,1062.9 mg
2022-04-04 12:52:05,26.7 mg,16.1 mg,1040.9 mg
2022-04-04 12:52:06,12.7 mg,13.7 mg,1061.7 mg
2022-04-04 12:52:07,30.0 mg,26.8 mg,1021.2 mg
2022-04-04 12:52:08,11.2 mg,25.6 mg,1025.8 mg
2022-04-04 12:52:09,34.2 mg,15.5 mg,1028.7 mg
2022-04-04 12:52:10,-6.3 mg,26.6 mg,1034.1 mg
2022-04-04 12:52:11,4.2 mg,3.8 mg,1023.6 mg
2022-04-04 12:52:12,23.9 mg,29.3 mg,1020.2 mg
2022-04-04 12:52:13,23.0 mg,43.1 mg,1016.9 mg
2022-04-04 12:52:14,23.8 mg,43.6 mg,1012.6 mg
2022-04-04 12:52:15,18.2 mg,47.8 mg,1015.1 mg
2022-04-04 12:52:16,33.7 mg,33.0 mg,1059.2 mg
2022-04-04 12:52:17,12.1 mg,37.4 mg,1055.4 mg
2022-04-04 12:52:18,27.0 mg,13.7 mg,1040.2 mg
2022-04-04 12:52:19,10.3 mg,24.6 mg,1010.5 mg
2022-04-04 12:52:20,22.1 mg,4.0 mg,1027.7 mg
2022-04-04 12:52:21,19.6 mg,37.5 mg,1029.5 mg
2022-04-04 12:52:22,6.0 mg,32.4 mg,1024.2 mg
2022-04-04 12:52:23,-0.8 mg,42.5 mg,995.4 mg
2022-04-04 12:52:24,-1.9 mg,32.2 mg,1016.5 mg
2022-04-04 12:52:25,38.1 mg,28.3 mg,1009.3 mg
2022-04-04 12:52:26,20.1 mg,34.7 mg,1010.0 mg
2022-04-04 12:52:27,-3.3 mg,11.7 mg,1047.1 mg
2022-04-04 12:52:28,20.0 mg,27.6 mg,1030.8 mg
2022-04-04 12:52:29,7.4 mg,40.2 mg,1008.7 mg
2022-04-04 12:52:30,25.7 mg,39.9 mg,1021.8 mg
2022-04-04 12:52:31,47.9 mg,30.5 mg,1086.8 mg
2022-04-04 12:52:32,8.7 mg,27.6 mg,1011.6 mg
2022-04-04 12:52:33,51.6 mg,45.3 mg,1017.7 mg
2022-04-04 12:52:34,50.7 mg,-4.4 mg,1098.6 mg
2022-04-04 12:52:35,10.4 mg,22.8 mg,1006.3 mg
2022-04-04 12:52:36,4.1 mg,33.2 mg,1019.3 mg
2022-04-04 12:52:37,20.5 mg,19.9 mg,1059.5 mg
2022-04-04 12:52:38,11.2 mg,17.1 mg,1007.1 mg
2022-04-04 12:52:39,3.3 mg,46.7 mg,978.5 mg
2022-04-04 12:52:40,-12.7 mg,42.0 mg,994.9 mg
2022-04-04 12:52:41,42.8 mg,45.8 mg,988.2 mg
2022-04-04 12:52:42,22.5 mg,44.9 mg,1033.6 mg
2022-04-04 12:52:43,15.1 mg,4.3 mg,1008.4 mg
2022-04-04 12:52:44,9.6 mg,3.5 mg,1038.0 mg
2022-04-04 12:52:45,22.6 mg,67.6 mg,1017.8 mg
2022-04-04 12:52:46,-8.2 mg,50.6 mg,1024.5 mg
2022-04-04 12:52:47,20.3 mg,21.9 mg,1033.2 mg
2022-04-04 12:52:48,40.7 mg,26.0 mg,1044.8 mg
2022-04-04 12:52:49,-2.2 mg,33.2 mg,1035.8 mg
2022-04-04 12:52:50,11.6 mg,24.8 mg,1035.9 mg
2022-04-04 12:52:51,10.1 mg,26.9 mg,1038.5 mg
2022-04-04 12:52:52,8.6 mg,-10.8 mg,1054.7 mg
2022-04-04 12:52:53,27.0 mg,13.3 mg,1034.4 mg
2022-04-04 12:52:54,40.6 mg,2.2 mg,1061.8 mg
2022-04-04 12:52:55,13.7 mg,30.9 mg,1033.4 mg
2022-04-04 12:52:56,21.4 mg,24.8 mg,1037.2 mg
2022-04-04 12:52:57,29.2 mg,11.2 mg,1036.2 mg
2022-04-04 12:52:58,1.1 mg,1.7 mg,1026.1 mg
2022-04-04 12:52:59,7.4 mg,35.0 mg,1013.2 mg
2022-04-04 12:53:00,0.7 mg,11.5 mg,1037.6 mg
2022-04-04 12:53:01,25.2 mg,40.8 mg,1021.6 mg
2022-04-04 12:53:02,30.2 mg,19.9 mg,1028.5 mg
2022-04-04 12:53:03,3.1 mg,16.0 mg,1047.3 mg
2022-04-04 12:53:04,-2.5 mg,31.3 mg,1029.9 mg
2022-04-04 12:53:05,23.5 mg,44.9 mg,1047.4 mg
2022-04-04 12:53:06,33.2 mg,8.8 mg,1055.4 mg
2022-04-04 12:53:07,-1.1 mg,13.3 mg,1032.5 mg
2022-04-04 12:53:08,8.5 mg,20.2 mg,1040.8 mg
2022-04-04 12:53:09,30.8 mg,25.5 mg,1015.7 mg
2022-04-04 12:53:10,3.5 mg,32.0 mg,1029.9 mg
2022-04-04 12:53:11,20.8 mg,20.8 mg,1041.0 mg
2022-04-04 12:53:12,38.0 mg,36.4 mg,1036.8 mg
2022-04-04 12:53:13,24.4 mg,40.8 mg,1007.3 mg
2022-04-04 12:53:14,5.4 mg,37.5 mg,1029.9 mg
2022-04-04 12:53:15,25.3 mg,23.2 mg,1035.7 mg
2022-04-04 12:53:16,14.0 mg,3.5 mg,1019.2 mg
2022-04-04 12:53:17,5.6 mg,40.0 mg,1020.5 mg
2022-04-04 12:53:18,15.8 mg,-6.8 mg,1045.9 mg
2022-04-04 12:53:19,7.1 mg,25.7 mg,1009.0 mg
2022-04-04 12:53:20,14.1 mg,38.5 mg,982.3 mg
2022-04-04 12:53:21,6.7 mg,23.9 mg,1024.3 mg
2022-04-04 12:53:22,15.0 mg,25.3 mg,998.2 mg
2022-04-04 12:53:23,-8.3 mg,25.6 mg,1005.2 mg
2022-04-04 12:53:24,11.8 mg,25.0 mg,1021.0 mg
2022-04-04 12:53:25,-20.8 mg,20.6 mg,1016.9 mg
2022-04-04 12:53:26,9.0 mg,29.4 mg,1002.4 mg
2022-04-04 12:53:27,8.0 mg,32.4 mg,1013.4 mg
2022-04-04 12:53:28,24.0 mg,42.5 mg,1009.5 mg
2022-04-04 12:53:29,5.8 mg,53.4 mg,1004.8 mg
2022-04-04 12:53:30,10.1 mg,36.4 mg,1038.1 mg
2022-04-04 12:53:31,18.0 mg,36.0 mg,1045.7 mg
2022-04-04 12:53:32,24.9 mg,28.9 mg,1026.8 mg
2022-04-04 12:53:33,14.5 mg,32.9 mg,1035.0 mg
2022-04-04 12:53:34,7.7 mg,11.6 mg,1024.2 mg
2022-04-04 12:53:35,30.6 mg,30.2 mg,985.8 mg
2022-04-04 12:53:36,24.1 mg,27.0 mg,1014.3 mg
2022-04-04 12:53:37,-7.7 mg,18.8 mg,1040.6 mg
2022-04-04 12:53:38,27.7 mg,22.2 mg,1014.2 mg
2022-04-04 12:53:39,26.6 mg,17.8 mg,1025.0 mg
2022-04-04 12:53:40,10.6 mg,40.1 mg,995.9 mg
2022-04-04 12:53:41,26.2 mg,27.4 mg,1072.8 mg
2022-04-04 12:53:42,-1.9 mg,18.9 mg,1012.1 mg
2022-04-04 12:53:43,25.0 mg,12.3 mg,1050.5 mg
2022-04-04 12:53:44,52.0 mg,18.2 mg,1015.5 mg
2022-04-04 12:53:45,47.5 mg,51.0 mg,1009.0 mg
2022-04-04 12:53:46,10.9 mg,71.7 mg,953.3 mg
2022-04-04 12:53:47,30.9 mg,30.2 mg,1100.4 mg
2022-04-04 12:53:48,15.2 mg,25.8 mg,1025.5 mg
2022-04-04 12:53:49,53.6 mg,19.4 mg,1032.1 mg
2022-04-04 12:53:50,-9.4 mg,-10.8 mg,1060.5 mg
2022-04-04 12:53:51,24.1 mg,22.6 mg,1008.3 mg
2022-04-04 12:53:52,18.1 mg,48.9 mg,1020.7 mg
2022-04-04 12:53:53,-5.7 mg,40.6 mg,986.7 mg
2022-04-04 12:53:54,13.7 mg,36.9 mg,1015.9 mg
2022-04-04 12:53:55,17.8 mg,29.8 mg,1026.9 mg
2022-04-04 12:53:56,-9.1 mg,32.3 mg,957.2 mg
2022-04-04 12:53:57,31.4 mg,48.2 mg,984.7 mg
2022-04-04 12:53:58,-0.2 mg,13.8 mg,1000.9 mg
2022-04-04 12:53:59,11.2 mg,33.8 mg,1016.8 mg
2022-04-04 12:54:00,37.8 mg,24.0 mg,1037.6 mg
2022-04-04 12:54:01,26.9 mg,16.3 mg,1037.3 mg
2022-04-04 12:54:02,-1.8 mg,17.6 mg,1021.1 mg
2022-04-04 12:54:03,13.8 mg,13.4 mg,1029.0 mg
2022-04-04 12:54:04,13.9 mg,22.3 mg,1011.2 mg
2022-04-04 12:54:05,14.4 mg,25.4 mg,1002.9 mg
2022-04-04 12:54:06,17.8 mg,24.3 mg,1042.7 mg
2022-04-04 12:54:07,-12.6 mg,11.9 mg,1029.7 mg
2022-04-04 12:54:08,9.9 mg,39.9 mg,1009.7 mg
2022-04-04 12:54:09,27.4 mg,24.4 mg,1052.9 mg
2022-04-04 12:54:10,12.0 mg,9.1 mg,1025.4 mg
2022-04-04 12:54:11,28.0 mg,33.0 mg,1013.6 mg
2022-04-04 12:54:12,19.1 mg,22.1 mg,1010.5 mg
2022-04-04 12:54:13,12.0 mg,44.4 mg,1003.0 mg
2022-04-04 12:54:14,16.6 mg,30.0 mg,1030.4 mg
2022-04-04 12:54:15,21.6 mg,23.4 mg,1024.5 mg
2022-04-04 12:54:16,26.3 mg,28.3 mg,1015.9 mg
2022-04-04 12:54:17,19.3 mg,4.4 mg,1048.4 mg
2022-04-04 12:54:18,41.6 mg,21.8 mg,1009.3 mg
2022-04-04 12:54:19,17.4 mg,11.1 mg,1013.1 mg
2022-04-04 12:54:20,-3.1 mg,27.3 mg,1016.4 mg
2022-04-04 12:54:21,-0.6 mg,33.4 mg,1021.9 mg
2022-04-04 12:54:22,2.3 mg,14.6 mg,1012.4 mg
2022-04-04 12:54:23,-11.7 mg,21.6 mg,1006.3 mg
2022-04-04 12:54:24,0.4 mg,14.6 mg,1033.2 mg
2022-04-04 12:54:25,-7.0 mg,33.8 mg,998.1 mg
2022-04-04 12:54:26,25.6 mg,34.3 mg,1005.7 mg
2022-04-04 12:54:27,7.0 mg,21.3 mg,1050.0 mg
2022-04-04 12:54:28,30.6 mg,40.8 mg,1017.0 mg
2022-04-04 12:54:29,8.7 mg,34.7 mg,1004.0 mg
2022-04-04 12:54:30,15.2 mg,41.1 mg,1015.0 mg
2022-04-04 12:54:31,19.8 mg,16.0 mg,1060.5 mg
2022-04-04 12:54:32,18.8 mg,9.2 mg,1045.0 mg
2022-04-04 12:54:33,17.8 mg,19.6 mg,1024.6 mg
2022-04-04 12:54:34,0.4 mg,41.7 mg,1017.3 mg
2022-04-04 12:54:35,12.8 mg,24.8 mg,1028.2 mg
2022-04-04 12:54:36,-1.7 mg,29.4 mg,1044.0 mg
2022-04-04 12:54:37,34.2 mg,11.2 mg,1034.5 mg
2022-04-04 12:54:38,26.6 mg,16.0 mg,1044.9 mg
2022-04-04 12:54:39,33.0 mg,14.4 mg,1039.2 mg
2022-04-04 12:54:40,12.4 mg,55.3 mg,1024.2 mg
2022-04-04 12:54:41,19.2 mg,31.8 mg,1069.7 mg
2022-04-04 12:54:42,24.8 mg,23.9 mg,1017.4 mg
2022-04-04 12:54:43,24.1 mg,38.5 mg,1039.7 mg
2022-04-04 12:54:44,5.9 mg,14.2 mg,1028.6 mg
2022-04-04 12:54:45,-2.6 mg,19.8 mg,1061.0 mg
2022-04-04 12:54:46,16.6 mg,23.5 mg,996.3 mg
2022-04-04 12:54:47,31.3 mg,-0.1 mg,1028.6 mg
2022-04-04 12:54:48,-2.5 mg,29.3 mg,1012.9 mg
2022-04-04 12:54:49,-11.6 mg,26.7 mg,1027.8 mg
2022-04-04 12:54:50,34.3 mg,23.0 mg,1038.8 mg
2022-04-04 12:54:51,-3.8 mg,24.8 mg,1040.9 mg
2022-04-04 12:54:52,1.4 mg,11.4 mg,1018.4 mg
2022-04-04 12:54:53,9.0 mg,21.2 mg,1010.0 mg
2022-04-04 12:54:54,-3.4 mg,42.2 mg,1016.8 mg
2022-04-04 12:54:55,12.9 mg,19.7 mg,1025.3 mg
2022-04-04 12:54:56,12.8 mg,26.4 mg,1049.9 mg
2022-04-04 12:54:57,9.2 mg,22.7 mg,1026.9 mg
2022-04-04 12:54:58,-69.3 mg,12.7 mg,995.8 mg
2022-04-04 12:54:59,-15.0 mg,50.9 mg,982.8 mg
2022-04-04 12:55:00,-6.8 mg,47.2 mg,949.5 mg
2022-04-04 12:55:01,-20.4 mg,18.4 mg,1026.2 mg
2022-04-04 12:55:02,21.0 mg,6.4 mg,1024.2 mg
2022-04-04 12:55:03,-42.2 mg,20.4 mg,986.4 mg
2022-04-04 12:55:04,29.6 mg,28.9 mg,1050.1 mg
2022-04-04 12:55:05,16.2 mg,27.5 mg,1027.4 mg
2022-04-04 12:55:06,2.3 mg,44.4 mg,1010.9 mg
2022-04-04 12:55:07,-13.2 mg,11.1 mg,1039.5 mg
2022-04-04 12:55:08,18.5 mg,44.6 mg,1013.4 mg
2022-04-04 12:55:09,-0.7 mg,41.7 mg,986.3 mg
2022-04-04 12:55:10,8.0 mg,-3.9 mg,1075.0 mg
2022-04-04 12:55:11,0.5 mg,9.8 mg,993.6 mg
2022-04-04 12:55:12,14.8 mg,17.1 mg,1014.8 mg
2022-04-04 12:55:13,2.5 mg,28.1 mg,1049.0 mg
2022-04-04 12:55:14,20.6 mg,30.8 mg,985.4 mg
2022-04-04 12:55:15,23.9 mg,41.6 mg,1014.1 mg
2022-04-04 12:55:16,28.7 mg,12.2 mg,1054.3 mg
2022-04-04 12:55:17,-27.4 mg,27.4 mg,1011.2 mg
2022-04-04 12:55:18,26.5 mg,0.7 mg,1052.8 mg
2022-04-04 12:55:19,28.7 mg,28.2 mg,1023.9 mg
2022-04-04 12:55:20,22.8 mg,13.4 mg,1047.1 mg
2022-04-04 12:55:21,18.2 mg,29.2 mg,1046.9 mg
2022-04-04 12:55:22,22.3 mg,37.3 mg,996.8 mg
2022-04-04 12:55:23,29.7 mg,17.7 mg,1032.9 mg
2022-04-04 12:55:24,20.0 mg,12.6 mg,1006.1 mg
2022-04-04 12:55:25,25.1 mg,25.8 mg,1022.2 mg
2022-04-04 12:55:26,25.0 mg,30.0 mg,1032.4 mg
2022-04-04 12:55:27,14.4 mg,44.9 mg,1033.1 mg
2022-04-04 12:55:28,33.0 mg,29.2 mg,1019.7 mg
2022-04-04 12:55:29,-7.1 mg,13.5 mg,1051.0 mg
2022-04-04 12:55:30,16.5 mg,39.0 mg,1021.3 mg
2022-04-04 12:55:31,4.0 mg,24.3 mg,1035.7 mg
2022-04-04 12:55:32,-23.0 mg,33.5 mg,1004.7 mg
2022-04-04 12:55:33,18.0 mg,34.8 mg,1007.6 mg
2022-04-04 12:55:34,17.6 mg,13.7 mg,1016.0 mg
2022-04-04 12:55:35,14.7 mg,36.5 mg,990.1 mg
2022-04-04 12:55:36,17.3 mg,25.8 mg,999.5 mg
2022-04-04 12:55:37,-5.6 mg,30.8 mg,1007.6 mg
2022-04-04 12:55:38,7.8 mg,26.9 mg,1027.0 mg
2022-04-04 12:55:39,17.5 mg,36.8 mg,1028.2 mg
2022-04-04 12:55:40,5.9 mg,4.8 mg,1021.9 mg
2022-04-04 12:55:41,22.7 mg,39.2 mg,986.0 mg
2022-04-04 12:55:42,16.7 mg,23.2 mg,1038.2 mg
2022-04-04 12:55:43,16.7 mg,9.0 mg,1032.9 mg
2022-04-04 12:55:44,-7.8 mg,18.1 mg,1036.4 mg
2022-04-04 12:55:45,20.3 mg,21.7 mg,1018.9 mg
2022-04-04 12:55:46,13.5 mg,36.9 mg,1031.6 mg
2022-04-04 12:55:47,10.6 mg,15.9 mg,1000.0 mg
2022-04-04 12:55:48,9.4 mg,32.8 mg,1027.5 mg
2022-04-04 12:55:49,23.0 mg,21.3 mg,1026.7 mg
2022-04-04 12:55:50,22.3 mg,30.3 mg,1020.1 mg
2022-04-04 12:55:51,10.8 mg,15.0 mg,1006.6 mg
2022-04-04 12:55:52,8.3 mg,12.4 mg,999.6 mg
2022-04-04 12:55:53,-17.6 mg,38.3 mg,1033.2 mg
2022-04-04 12:55:54,9.4 mg,37.5 mg,1024.4 mg
2022-04-04 12:55:55,12.8 mg,37.5 mg,975.3 mg
2022-04-04 12:55:56,24.6 mg,18.9 mg,1032.7 mg
2022-04-04 12:55:57,4.7 mg,40.9 mg,999.5 mg
2022-04-04 12:55:58,7.7 mg,34.8 mg,1055.2 mg
2022-04-04 12:55:59,25.0 mg,44.6 mg,1009.4 mg
2022-04-04 12:56:00,25.1 mg,26.7 mg,1016.4 mg
2022-04-04 12:56:01,11.2 mg,48.0 mg,988.2 mg
2022-04-04 12:56:02,12.6 mg,21.0 mg,1033.8 mg
2022-04-04 12:56:03,-5.1 mg,38.0 mg,1008.5 mg
2022-04-04 12:56:04,7.7 mg,19.1 mg,1054.3 mg
2022-04-04 12:56:05,20.1 mg,40.8 mg,1020.0 mg
2022-04-04 12:56:06,4.9 mg,23.9 mg,1072.8 mg
2022-04-04 12:56:07,1.2 mg,31.6 mg,1015.1 mg
2022-04-04 12:56:08,8.5 mg,14.5 mg,1020.0 mg
2022-04-04 12:56:09,22.5 mg,23.8 mg,1043.8 mg
2022-04-04 12:56:10,13.5 mg,25.8 mg,1030.5 mg
2022-04-04 12:56:11,10.9 mg,27.7 mg,987.2 mg
2022-04-04 12:56:12,-4.6 mg,-2.4 mg,1059.2 mg
